=== Análise de Erros ===

Erros de POS Tagging (632):
Gold: INTJ | Predito: VERB
Gold: (21, 'nmod') | Predito: (32, 'fixed')
Gold: (37, 'case') | Predito: (32, 'fixed')
Gold: (33, 'nmod') | Predito: (21, 'nmod')
Gold: (44, 'punct') | Predito: (37, 'punct')
Gold: (44, 'nmod') | Predito: (46, 'nmod')
Gold: (44, 'appos') | Predito: (17, 'dep')
Gold: (2, 'appos') | Predito: (2, 'flat:name')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'iobj') | Predito: (11, 'mark')
Gold: (9, 'case') | Predito: (11, 'case')
Gold: (9, 'det') | Predito: (11, 'det')
Gold: (11, 'nmod') | Predito: (11, 'advmod')
Gold: (4, 'obl') | Predito: (11, 'nmod')
Gold: (0, 'root') | Predito: (12, 'nsubj')
Gold: (12, 'obl') | Predito: (3, 'nmod')
Gold: (3, 'parataxis') | Predito: (0, 'ROOT')
Gold: (12, 'advcl') | Predito: (12, 'xcomp')
Gold: (14, 'obl') | Predito: (15, 'nmod')
Gold: (24, 'iobj') | Predito: (25, 'nmod')
Gold: (30, 'obj') | Predito: (30, 'nsubj')
Gold: (30, 'iobj') | Predito: (30, 'obj')
Gold: (3, 'punct') | Predito: (14, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'obj') | Predito: (10, 'nsubj:pass')
Gold: (16, 'nsubj') | Predito: (15, 'nsubj')
Gold: (16, 'obj') | Predito: (16, 'obl')
Gold: (12, 'acl') | Predito: (6, 'advcl')
Gold: (22, 'obj') | Predito: (22, 'obl')
Gold: (22, 'punct') | Predito: (29, 'punct')
Gold: (2, 'appos') | Predito: (5, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'obj') | Predito: (10, 'obl')
Gold: (22, 'punct') | Predito: (9, 'punct')
Gold: (22, 'iobj') | Predito: (22, 'nsubj')
Gold: (18, 'acl:relcl') | Predito: (14, 'acl:relcl')
Gold: (44, 'mark') | Predito: (28, 'mark')
Gold: (44, 'nsubj') | Predito: (24, 'nmod')
Gold: (44, 'advcl') | Predito: (22, 'advcl')
Gold: (34, 'punct') | Predito: (44, 'punct')
Gold: (24, 'acl') | Predito: (22, 'advcl')
Gold: (54, 'nsubj') | Predito: (54, 'expl')
Gold: (54, 'obj') | Predito: (50, 'appos')
Gold: (88, 'advcl') | Predito: (87, 'xcomp')
Gold: (90, 'obl') | Predito: (92, 'nmod')
Gold: (9, 'obj') | Predito: (9, 'mark')
Gold: (9, 'nsubj') | Predito: (12, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (14, 'nmod') | Predito: (17, 'nmod')
Gold: (36, 'advmod') | Predito: (38, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'advcl') | Predito: (1, 'xcomp')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'parataxis') | Predito: (1, 'acl:relcl')
Gold: (6, 'nsubj') | Predito: (3, 'nsubj')
Gold: (0, 'root') | Predito: (6, 'advcl')
Gold: (6, 'obj') | Predito: (6, 'nsubj')
Gold: (3, 'parataxis') | Predito: (0, 'ROOT')
Gold: (3, 'punct') | Predito: (6, 'punct')
Gold: (3, 'punct') | Predito: (6, 'punct')
Gold: (9, 'punct') | Predito: (3, 'punct')
Gold: (9, 'nsubj:pass') | Predito: (9, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'expl') | Predito: (9, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'nmod') | Predito: (11, 'appos')
Gold: (1, 'advcl') | Predito: (4, 'advcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (8, 'punct') | Predito: (1, 'punct')
Gold: (8, 'punct') | Predito: (1, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'appos') | Predito: (5, 'conj')
Gold: (15, 'conj') | Predito: (3, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'conj') | Predito: (1, 'dep')
Gold: (2, 'conj') | Predito: (1, 'dep')
Gold: (8, 'punct') | Predito: (1, 'punct')
Gold: (2, 'conj') | Predito: (1, 'parataxis')
Gold: (11, 'punct') | Predito: (1, 'punct')
Gold: (2, 'acl:relcl') | Predito: (1, 'acl:relcl')
Gold: (14, 'dislocated') | Predito: (14, 'nsubj')
Gold: (5, 'punct') | Predito: (4, 'punct')
Gold: (5, 'punct') | Predito: (10, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'conj') | Predito: (7, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'nmod') | Predito: (6, 'obj')
Gold: (6, 'conj') | Predito: (8, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'acl:relcl') | Predito: (8, 'acl:relcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (17, 'nmod') | Predito: (14, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'nsubj') | Predito: (7, 'obj')
Gold: (11, 'obj') | Predito: (13, 'det')
Gold: (12, 'compound') | Predito: (11, 'obj')
Gold: (12, 'nmod') | Predito: (13, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (20, 'mark') | Predito: (17, 'case')
Gold: (16, 'fixed') | Predito: (13, 'obl')
Gold: (16, 'fixed') | Predito: (20, 'nsubj')
Gold: (13, 'advcl') | Predito: (17, 'acl:relcl')
Gold: (20, 'nsubj') | Predito: (20, 'obj')
Gold: (7, 'cc') | Predito: (2, 'case')
Gold: (1, 'fixed') | Predito: (7, 'obl')
Gold: (1, 'fixed') | Predito: (2, 'fixed')
Gold: (7, 'xcomp') | Predito: (7, 'advcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (12, 'advmod') | Predito: (3, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (19, 'mark') | Predito: (14, 'case')
Gold: (12, 'acl') | Predito: (12, 'nmod')
Gold: (14, 'cop') | Predito: (17, 'cop')
Gold: (14, 'nsubj') | Predito: (12, 'csubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'cc') | Predito: (2, 'case')
Gold: (1, 'fixed') | Predito: (7, 'obl')
Gold: (1, 'fixed') | Predito: (2, 'fixed')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'punct') | Predito: (1, 'punct')
Gold: (5, 'conj') | Predito: (1, 'appos')
Gold: (13, 'nmod') | Predito: (10, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'expl') | Predito: (7, 'dep')
Gold: (7, 'advmod') | Predito: (8, 'advmod')
Gold: (27, 'nsubj') | Predito: (27, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'nsubj') | Predito: (3, 'obj')
Gold: (14, 'conj') | Predito: (3, 'xcomp')
Gold: (14, 'conj') | Predito: (26, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'conj') | Predito: (23, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (23, 'expl') | Predito: (27, 'mark')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (12, 'appos') | Predito: (6, 'dep')
Gold: (16, 'acl:relcl') | Predito: (6, 'advcl')
Gold: (16, 'punct') | Predito: (6, 'punct')
Gold: (32, 'punct') | Predito: (30, 'punct')
Gold: (32, 'case') | Predito: (30, 'case')
Gold: (29, 'fixed') | Predito: (6, 'obl')
Gold: (29, 'fixed') | Predito: (32, 'mark')
Gold: (6, 'acl') | Predito: (30, 'acl')
Gold: (47, 'acl:relcl') | Predito: (4, 'conj')
Gold: (53, 'advcl') | Predito: (55, 'advcl')
Gold: (59, 'expl') | Predito: (59, 'obj')
Gold: (59, 'obj') | Predito: (59, 'obl')
Gold: (69, 'acl:relcl') | Predito: (65, 'conj')
Gold: (77, 'obj') | Predito: (77, 'obl')
Gold: (77, 'obl') | Predito: (82, 'det')
Gold: (82, 'case') | Predito: (80, 'fixed')
Gold: (80, 'nmod') | Predito: (77, 'obl')
Gold: (86, 'nmod') | Predito: (77, 'obl')
Gold: (6, 'punct') | Predito: (4, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (12, 'expl') | Predito: (21, 'mark')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (24, 'nsubj') | Predito: (24, 'obj')
Gold: (24, 'obj') | Predito: (26, 'nmod')
Gold: (30, 'conj') | Predito: (17, 'dep')
Gold: (39, 'obl') | Predito: (39, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'acl:relcl') | Predito: (6, 'acl:relcl')
Gold: (6, 'obl') | Predito: (20, 'obl')
Gold: (35, 'obl') | Predito: (35, 'obj')
Gold: (6, 'advmod') | Predito: (6, 'mark')
Gold: (27, 'advcl') | Predito: (0, 'ROOT')
Gold: (6, 'nsubj') | Predito: (6, 'obj')
Gold: (14, 'punct') | Predito: (13, 'punct')
Gold: (23, 'case') | Predito: (27, 'mark')
Gold: (27, 'obl') | Predito: (22, 'fixed')
Gold: (0, 'root') | Predito: (6, 'advcl')
Gold: (27, 'nsubj:pass') | Predito: (27, 'nsubj')
Gold: (28, 'acl:relcl') | Predito: (27, 'acl:relcl')
Gold: (38, 'acl:relcl') | Predito: (31, 'acl:relcl')
Gold: (46, 'case') | Predito: (46, 'mark')
Gold: (46, 'advmod') | Predito: (50, 'case')
Gold: (46, 'obj') | Predito: (50, 'appos')
Gold: (57, 'iobj') | Predito: (57, 'obj')
Gold: (27, 'punct') | Predito: (6, 'punct')
Gold: (3, 'punct') | Predito: (7, 'punct')
Gold: (12, 'obj') | Predito: (14, 'obj')
Gold: (16, 'nmod') | Predito: (14, 'obl')
Gold: (38, 'punct') | Predito: (7, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (38, 'nsubj') | Predito: (38, 'dep')
Gold: (53, 'punct') | Predito: (38, 'punct')
Gold: (46, 'conj') | Predito: (38, 'nsubj:pass')
Gold: (46, 'conj') | Predito: (53, 'conj')
Gold: (3, 'acl:relcl') | Predito: (12, 'acl:relcl')
Gold: (30, 'nsubj:pass') | Predito: (30, 'nsubj')
Gold: (33, 'punct') | Predito: (12, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (50, 'nsubj') | Predito: (33, 'nsubj')
Gold: (37, 'nmod') | Predito: (35, 'nmod')
Gold: (40, 'nmod') | Predito: (40, 'conj')
Gold: (35, 'appos') | Predito: (40, 'appos')
Gold: (33, 'ccomp') | Predito: (33, 'xcomp')
Gold: (50, 'expl') | Predito: (53, 'mark')
Gold: (50, 'xcomp') | Predito: (50, 'advcl')
Gold: (53, 'advcl') | Predito: (53, 'xcomp')
Gold: (53, 'obj') | Predito: (55, 'obj')
Gold: (50, 'punct') | Predito: (33, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'nsubj') | Predito: (3, 'obj')
Gold: (8, 'compound') | Predito: (10, 'case')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'nsubj') | Predito: (2, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'nsubj') | Predito: (2, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (16, 'obj') | Predito: (16, 'obl')
Gold: (16, 'iobj') | Predito: (16, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (16, 'obl:agent') | Predito: (18, 'obl:agent')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'obl:agent') | Predito: (13, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'acl') | Predito: (11, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'acl') | Predito: (8, 'acl')
Gold: (18, 'punct') | Predito: (11, 'punct')
Gold: (14, 'nmod') | Predito: (11, 'obl')
Gold: (18, 'punct') | Predito: (24, 'punct')
Gold: (14, 'nmod') | Predito: (18, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'acl') | Predito: (5, 'acl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (16, 'punct') | Predito: (12, 'punct')
Gold: (21, 'obl') | Predito: (12, 'obl')
Gold: (16, 'punct') | Predito: (21, 'punct')
Gold: (12, 'xcomp') | Predito: (12, 'advcl')
Gold: (23, 'det') | Predito: (21, 'obj')
Gold: (21, 'ccomp') | Predito: (22, 'acl:relcl')
Gold: (8, 'iobj') | Predito: (8, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'iobj') | Predito: (8, 'mark')
Gold: (13, 'punct') | Predito: (11, 'punct')
Gold: (4, 'conj') | Predito: (8, 'conj')
Gold: (4, 'punct') | Predito: (16, 'punct')
Gold: (4, 'punct') | Predito: (8, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'nsubj') | Predito: (4, 'nsubj:pass')
Gold: (0, 'root') | Predito: (4, 'aux:pass')
Gold: (3, 'xcomp') | Predito: (0, 'ROOT')
Gold: (15, 'obj') | Predito: (15, 'obl')
Gold: (22, 'punct') | Predito: (15, 'punct')
Gold: (27, 'mark') | Predito: (28, 'mark')
Gold: (27, 'advmod') | Predito: (28, 'advmod')
Gold: (28, 'punct') | Predito: (37, 'punct')
Gold: (37, 'mark') | Predito: (38, 'mark')
Gold: (28, 'advcl') | Predito: (4, 'advcl')
Gold: (3, 'punct') | Predito: (4, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (26, 'advcl') | Predito: (29, 'acl')
Gold: (31, 'expl') | Predito: (31, 'obl')
Gold: (44, 'case') | Predito: (44, 'det')
Gold: (41, 'iobj') | Predito: (41, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (12, 'parataxis') | Predito: (0, 'ROOT')
Gold: (12, 'punct') | Predito: (1, 'punct')
Gold: (12, 'obl') | Predito: (10, 'obl')
Gold: (12, 'punct') | Predito: (5, 'punct')
Gold: (12, 'nsubj') | Predito: (10, 'nsubj')
Gold: (12, 'cop') | Predito: (1, 'parataxis')
Gold: (0, 'root') | Predito: (10, 'ccomp')
Gold: (12, 'punct') | Predito: (1, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'nsubj') | Predito: (8, 'mark')
Gold: (6, 'obj') | Predito: (6, 'ccomp')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'amod') | Predito: (12, 'amod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'expl') | Predito: (5, 'mark')
Gold: (1, 'obj') | Predito: (1, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'punct') | Predito: (13, 'punct')
Gold: (12, 'parataxis') | Predito: (12, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (13, 'obl') | Predito: (12, 'obl')
Gold: (8, 'nmod') | Predito: (6, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (15, 'expl') | Predito: (17, 'mark')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (37, 'nsubj') | Predito: (37, 'expl')
Gold: (41, 'appos') | Predito: (33, 'appos')
Gold: (69, 'mark') | Predito: (52, 'case')
Gold: (69, 'nsubj') | Predito: (50, 'nmod')
Gold: (59, 'punct') | Predito: (45, 'punct')
Gold: (50, 'acl') | Predito: (21, 'xcomp')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'nmod') | Predito: (5, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'obj') | Predito: (10, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'expl') | Predito: (3, 'obj')
Gold: (8, 'case') | Predito: (8, 'det')
Gold: (3, 'xcomp') | Predito: (3, 'obj')
Gold: (3, 'obl') | Predito: (8, 'nmod')
Gold: (20, 'conj') | Predito: (20, 'appos')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (37, 'acl:relcl') | Predito: (32, 'acl:relcl')
Gold: (16, 'cc') | Predito: (2, 'case')
Gold: (1, 'fixed') | Predito: (16, 'obl')
Gold: (1, 'fixed') | Predito: (2, 'fixed')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (24, 'conj') | Predito: (24, 'appos')
Gold: (30, 'iobj') | Predito: (31, 'nmod')
Gold: (30, 'punct') | Predito: (36, 'punct')
Gold: (30, 'punct') | Predito: (36, 'punct')
Gold: (6, 'nsubj:pass') | Predito: (6, 'nsubj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'expl') | Predito: (6, 'dep')
Gold: (6, 'punct') | Predito: (12, 'punct')
Gold: (12, 'amod') | Predito: (14, 'amod')
Gold: (19, 'punct') | Predito: (12, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'punct') | Predito: (2, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (20, 'advcl') | Predito: (20, 'parataxis')
Gold: (4, 'obj') | Predito: (6, 'case')
Gold: (4, 'advmod') | Predito: (4, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (20, 'expl') | Predito: (25, 'mark')
Gold: (25, 'xcomp') | Predito: (27, 'amod')
Gold: (10, 'obl') | Predito: (9, 'det')
Gold: (7, 'punct') | Predito: (16, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (22, 'mark') | Predito: (18, 'mark')
Gold: (16, 'csubj') | Predito: (16, 'ccomp')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'advmod') | Predito: (0, 'ROOT')
Gold: (8, 'cc') | Predito: (6, 'fixed')
Gold: (6, 'conj') | Predito: (6, 'fixed')
Gold: (29, 'punct') | Predito: (15, 'punct')
Gold: (29, 'punct') | Predito: (3, 'punct')
Gold: (3, 'punct') | Predito: (44, 'punct')
Gold: (53, 'obl') | Predito: (51, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (58, 'obl') | Predito: (58, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'obl') | Predito: (11, 'obj')
Gold: (6, 'obl') | Predito: (8, 'advmod')
Gold: (1, 'flat:name') | Predito: (1, 'fixed')
Gold: (0, 'root') | Predito: (8, 'aux')
Gold: (6, 'expl') | Predito: (8, 'expl')
Gold: (6, 'xcomp') | Predito: (0, 'ROOT')
Gold: (20, 'xcomp') | Predito: (8, 'advcl')
Gold: (21, 'obj') | Predito: (0, 'ROOT')
Gold: (21, 'iobj') | Predito: (22, 'nmod')
Gold: (21, 'obl') | Predito: (24, 'nmod')
Gold: (6, 'punct') | Predito: (22, 'punct')
Gold: (13, 'expl') | Predito: (13, 'obl')
Gold: (6, 'conj') | Predito: (13, 'conj')
Gold: (25, 'nmod') | Predito: (20, 'obl')
Gold: (6, 'punct') | Predito: (20, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (2, 'advmod') | Predito: (3, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (3, 'obj') | Predito: (3, 'nsubj')
Gold: (5, 'discourse') | Predito: (5, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'conj') | Predito: (7, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'det') | Predito: (6, 'nsubj')
Gold: (6, 'xcomp') | Predito: (8, 'acl')
Gold: (11, 'expl') | Predito: (15, 'mark')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'advmod') | Predito: (2, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'punct') | Predito: (6, 'punct')
Gold: (9, 'nsubj') | Predito: (13, 'nsubj')
Gold: (13, 'obl') | Predito: (10, 'nmod')
Gold: (15, 'case') | Predito: (15, 'det')
Gold: (13, 'obl') | Predito: (13, 'obj')
Gold: (13, 'punct') | Predito: (20, 'punct')
Gold: (13, 'obl') | Predito: (6, 'appos')
Gold: (36, 'xcomp') | Predito: (36, 'obl')
Gold: (39, 'conj') | Predito: (36, 'obl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'expl') | Predito: (3, 'mark')
Gold: (1, 'advmod') | Predito: (1, 'xcomp')
Gold: (1, 'punct') | Predito: (7, 'punct')
Gold: (4, 'advmod') | Predito: (6, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'expl') | Predito: (6, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'punct') | Predito: (6, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'punct') | Predito: (6, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'iobj') | Predito: (6, 'nsubj')
Gold: (3, 'acl') | Predito: (2, 'xcomp')
Gold: (2, 'conj') | Predito: (12, 'nsubj')
Gold: (10, 'acl') | Predito: (2, 'advcl')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'obl') | Predito: (6, 'nmod')
Gold: (9, 'mark') | Predito: (6, 'cop')
Gold: (9, 'nsubj') | Predito: (0, 'ROOT')
Gold: (9, 'mark') | Predito: (9, 'nsubj')
Gold: (0, 'root') | Predito: (6, 'acl:relcl')
Gold: (9, 'obj') | Predito: (9, 'obl')
Gold: (9, 'punct') | Predito: (6, 'punct')
Gold: (9, 'punct') | Predito: (6, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (9, 'obl') | Predito: (9, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'acl:relcl') | Predito: (9, 'acl:relcl')
Gold: (12, 'obj') | Predito: (17, 'det')
Gold: (18, 'nmod') | Predito: (17, 'nmod')
Gold: (30, 'punct') | Predito: (3, 'punct')
Gold: (18, 'appos') | Predito: (3, 'dep')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (26, 'obl') | Predito: (30, 'nmod')
Gold: (45, 'advmod') | Predito: (47, 'advmod')
Gold: (9, 'punct') | Predito: (7, 'punct')
Gold: (1, 'conj') | Predito: (1, 'appos')
Gold: (9, 'parataxis') | Predito: (9, 'appos')
Gold: (15, 'punct') | Predito: (14, 'punct')
Gold: (9, 'nmod') | Predito: (1, 'parataxis')
Gold: (17, 'punct') | Predito: (15, 'punct')
Gold: (1, 'conj') | Predito: (15, 'appos')
Gold: (17, 'parataxis') | Predito: (17, 'appos')
Gold: (24, 'punct') | Predito: (15, 'punct')
Gold: (24, 'punct') | Predito: (27, 'punct')
Gold: (17, 'conj') | Predito: (1, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (31, 'expl') | Predito: (31, 'dep')
Gold: (35, 'case') | Predito: (35, 'det')
Gold: (31, 'punct') | Predito: (41, 'punct')
Gold: (31, 'obl') | Predito: (35, 'nmod')
Gold: (12, 'nsubj') | Predito: (9, 'nsubj')
Gold: (12, 'advcl') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (9, 'parataxis')
Gold: (12, 'punct') | Predito: (9, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (6, 'case') | Predito: (6, 'det')
Gold: (3, 'iobj') | Predito: (3, 'obj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (15, 'mark') | Predito: (3, 'case')
Gold: (15, 'mark') | Predito: (15, 'obl')
Gold: (5, 'obl') | Predito: (12, 'nummod')
Gold: (11, 'case') | Predito: (12, 'case')
Gold: (11, 'det') | Predito: (12, 'det')
Gold: (8, 'conj') | Predito: (12, 'nummod')
Gold: (8, 'nmod') | Predito: (5, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (11, 'obl') | Predito: (12, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (5, 'nmod') | Predito: (2, 'nmod')
Gold: (25, 'punct') | Predito: (2, 'punct')
Gold: (25, 'iobj') | Predito: (25, 'nsubj')
Gold: (29, 'nummod') | Predito: (29, 'det')
Gold: (32, 'punct') | Predito: (2, 'punct')
Gold: (29, 'appos') | Predito: (0, 'ROOT')
Gold: (2, 'punct') | Predito: (32, 'punct')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (1, 'amod') | Predito: (3, 'amod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (17, 'case') | Predito: (14, 'case')
Gold: (17, 'det') | Predito: (23, 'det')
Gold: (16, 'cc') | Predito: (17, 'cc')
Gold: (14, 'conj') | Predito: (17, 'det')
Gold: (3, 'obj') | Predito: (14, 'conj')
Gold: (23, 'punct') | Predito: (20, 'punct')
Gold: (23, 'case') | Predito: (20, 'case')
Gold: (17, 'nmod') | Predito: (1, 'nmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (4, 'conj') | Predito: (4, 'nmod')
Gold: (4, 'cc') | Predito: (9, 'cc')
Gold: (3, 'obj') | Predito: (3, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'discourse') | Predito: (7, 'advmod')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (7, 'conj') | Predito: (9, 'conj')
Gold: (0, 'root') | Predito: (0, 'ROOT')
Gold: (10, 'mark') | Predito: (11, 'mark')
Gold: (10, 'mark') | Predito: (11, 'mark')
Gold: (11, 'obj') | Predito: (11, 'obl')
Gold: (19, 'det') | Predito: (19, 'obj')
Gold: (31, 'mark') | Predito: (27, 'mark')
Gold: (31, 'advmod') | Predito: (27, 'advmod')
Gold: (31, 'cop') | Predito: (27, 'cop')
Gold: (31, 'nummod') | Predito: (23, 'ccomp')
Gold: (27, 'conj') | Predito: (31, 'nummod')
Gold: (23, 'ccomp') | Predito: (27, 'nsubj')
Gold: (34, 'obj') | Predito: (34, 'nsubj')
Gold: (37, 'case') | Predito: (37, 'det')
Gold: (34, 'iobj') | Predito: (34, 'obj')
Gold: (2, 'nummod') | Predito: (2, 'det')
Gold: (0, 'root') | Predito: (0, 'ROOT')
